CCC,AttackSurface
5.056852517,0.002054552
5.056634507,0.004510113
5.028105111,0.002054552
5.056764366,0.00452509
5.056868078,0.002054552
5.041372153,0.004495136
4.937807772,0.004465182
4.937944905,0.004465182
5.056764639,0.002054552
5.028191288,0.004510113
5.056764821,0.002054552
5.028298682,0.004510113
5.052046427,0.004510113
5.056637055,0.00452509
5.019643804,0.004435229
5.028322828,0.002054552
5.056637055,0.004510113
5.056900323,0.002054552
5.057132651,0.00452509
5.023998924,0.004510113
5.052182386,0.002054552
5.056757875,0.004510113
5.05241256,0.002054552
5.056865348,0.004510113
5.056865014,0.002054552
4.913609753,0.00452509
5.056755509,0.002054552
5.023809478,0.004510113
5.023951532,0.002054552
5.028267092,0.004495136
5.052415294,0.002054552
4.977892691,0.004495136
5.056990809,0.002054552
5.057002973,0.00452509
4.937710502,0.004465182
5.029701333,0.00452509
5.056990809,0.002054552
5.056632474,0.00452509
5.052014739,0.002054552
5.048362463,0.004510113
5.052288207,0.00452509
5.023611685,0.002054552
4.942901867,0.004465182
5.057005521,0.002054552
5.028191777,0.004510113
5.019992737,0.004435229
5.056855125,0.002054552
5.056658683,0.004510113
4.942412471,0.004330391
5.04100367,0.002054552
4.977772478,0.004510113
5.028565456,0.002054552
5.056721868,0.004450205
5.057123611,0.002054552
4.938082546,0.004495136
5.056643681,0.002054552
5.028690952,0.004510113
5.057181761,0.002054552
5.028237862,0.004510113
5.008408011,0.002054552
4.942574704,0.004435229
5.057002518,0.00452509
5.05686826,0.004510113
5.052415021,0.002054552
4.942392731,0.00452509
5.0520769,0.002054552
